biog_id	x姓名	성명	name	alt_name	alt_name2	姓貫	office	reference	vol	page	side	notes
E204826	權強	권강	Kwŏn Kang			安東 權	司直	安東權氏成化譜	2	24	a	
E204828	權淳	권순	Kwŏn Sun			安東 權		安東權氏成化譜	2	24	a	
E204846	李孝誠	이효성	Yi Hyosŏng				處置使	安東權氏成化譜	2	24	a	
E204850	李賢童	이현동	Yi Hyŏndong				 	安東權氏成化譜	2	24	a	
E204853	張希顔	장희안	Chang Hŭian			海豊 張		安東權氏成化譜	2	24	a	
E204860	高愼彥	고신언	Ko Sinŏn	高愼言			殿直	安東權氏成化譜	2	24	a	
E204875	李慶錫	이경석	Yi Kyŏngsŏk				 	安東權氏成化譜	2	24	a	
E204877	全順祖	전순조	Chŏn Sunjo				忠順衛	安東權氏成化譜	2	24	a	
E204890	權誠	권성	Kwŏn Sŏng			安東 權	司直	安東權氏成化譜	2	24	a	
E204909	李敷	이부	Yi Pu			全義 李	大護軍	安東權氏成化譜	2	24	a	
E402496	權護	권호	Kwŏn Ho			安東 權	判事	安東權氏成化譜	2	24	a	
E402498	權訥					安東 權	府使	安東權氏成化譜	2	24	a	
1ac56422-676d-403b-bafc-1321296aeea6	權佚					安東 權		安東權氏成化譜	2	24	b	
9587d1d1-8d8c-4d7d-812a-24d690e1d573	權伻					安東 權		安東權氏成化譜	2	24	b	
E204916	權睫	권첩	Kwŏn Ch'ŏp			安東 權	僉知中樞	安東權氏成化譜	2	24	b	
E204917	權懽	권환	Kwŏn Hwan			安東 權	吉川君	安東權氏成化譜	2	24	b	
E204918	權悞	권오	Kwŏn O			安東 權	將軍	安東權氏成化譜	2	24	b	
E204919	朴孝誠	박효함	Pak Hyoham			忠州 朴		安東權氏成化譜	2	24	b	
E204967	鄭衡	정형	Chŏng Hyŏng			延日 鄭	副正	安東權氏成化譜	2	24	b	
E204969	鄭錘	정추	Chŏng Ch'u	鄭鍾		延日 鄭	別監	安東權氏成化譜	2	24	b	
E204975	鄭長孫	정규	Chŏng Kyu	鄭規		延日 鄭	忠順	安東權氏成化譜	2	24	b	
E204976	鄭孝孫	정구	Chŏng Ku	鄭矩		延日 鄭	忠順	安東權氏成化譜	2	24	b	
E204980	鄭準	정준	Chŏng Chun			延日 鄭	主簿	安東權氏成化譜	2	24	b	
E204983	鄭淑孫	정세규	Chŏng Segyu	鄭世規		延日 鄭	忠順	安東權氏成化譜	2	24	b	
E204984	鄭末孫	정세구	Chŏng Segu	鄭世矩		延日 鄭	忠順	安東權氏成化譜	2	24	b	
E204996	李著	이저	Yi Chŏ			陽城 李		安東權氏成化譜	2	24	b	
E204998	河福生	하복생	Ha Poksaeng			晉州 河	僉知	安東權氏成化譜	2	24	b	
E205002	鄭鐵	정철	Chŏng Ch'ŏl			延日 鄭	 	安東權氏成化譜	2	24	b	
E205003	鄭鉤	정균	Chŏng Kyun			延日 鄭	 	安東權氏成化譜	2	24	b	
E205025	權瞻	권첨	Kwŏn Ch'ŏm			安東 權	參判 吉昌君	安東權氏成化譜	2	24	b	
E205027	權躽	권언	Kwŏn Ŏn			安東 權	福城君	安東權氏成化譜	2	24	b	
E205028	權軆	권체	Kwŏn Ch'e			安東 權	僉知	安東權氏成化譜	2	24	b	
E205032	楊世英	양세영	Yang Seyŏng			中和 楊	 	安東權氏成化譜	2	24	b	
E205033	權眉	권미	Kwŏn Mi			安東 權	府使	安東權氏成化譜	2	24	b	
E205035	權慱	권박	Kwŏn Pak			安東 權	護軍	安東權氏成化譜	2	24	b	
E301502	崔主孫	최주손	Ch'oe Chuson			慶州 崔		安東權氏成化譜	2	24	b	
E401118	權踐	권천	Kwŏn Ch'ŏn			安東 權	同知摠制	安東權氏成化譜	2	24	b	
E205056	權愓	권탕	Kwŏn T'ang			安東 權	司正	安東權氏成化譜	2	25	a	
E205061	權忭	권변	Kwŏn Pyŏn			安東 權	進武副尉	安東權氏成化譜	2	25	a	
E205076	權悃	권곤	Kwŏn Kon			安東 權		安東權氏成化譜	2	25	a	
E205085	權睦	권목	Kwŏn Mok			安東 權	護軍	安東權氏成化譜	2	25	a	
E205092	金忠孫	김충손	Kim Ch'ungson				 	安東權氏成化譜	2	25	a	
E400244	徐彌性	서미성	Sŏ Misŏng			達城 徐	牧使	安東權氏成化譜	2	25	a	
E503072	李演	이연	Yi Yŏn			全州 李	縣監	安東權氏成化譜	2	25	a	
E503087	李濬	이준	Yi Chun			全州 李	司直	安東權氏成化譜	2	25	a	
E503092	李洺	이명	Yi Myŏng			全州 李	別提	安東權氏成化譜	2	25	a	
E503095	李滓	이행	Yi Haeng			全州 李		安東權氏成化譜	2	25	a	
E901694	李培倫	이배륜	Yi Paeryun			仁川 李		安東權氏成化譜	2	25	a	
E901695	徐居廣	서거광	Sŏ Kŏgwang			達城 徐	縣監	安東權氏成化譜	2	25	a	
E901697	徐彭召	서팽소	Sŏ P'aengso			達城 徐	從仕郎	安東權氏成化譜	2	25	a	
E901730	徐彭呂	서팽려	Sŏ P'aengnyŏ			達城 徐	參奉	安東權氏成化譜	2	25	a	
E901734	崔四海	최사해	Ch'oe Sahae					安東權氏成化譜	2	25	a	
E901745	李紹生	이소생	Yi Sosaeng			全州 李	副正	安東權氏成化譜	2	25	a	
EA00244	李嗣宗	이사종	Yi Sajong			全州 李	烏川副正	安東權氏成化譜	2	25	a	
E102628	權摯	권지	Kwŏn Chi			安東 權	中樞	安東權氏成化譜	2	25	b	
E200049	金懷寶	김회보	Kim Hoebo			延安 金	司正	安東權氏成化譜	2	25	b	
E200050	金模	김모	Kim Mo			延安 金	縣監	安東權氏成化譜	2	25	b	
E204907	金珪	김규	Kim Kyu			延安 金		安東權氏成化譜	2	25	b	
E205270	金琓	김완	Kim Wan	金玩		延安 金		安東權氏成化譜	2	25	b	
E205271	金瑊	김감	Kim Kam			延安 金		安東權氏成化譜	2	25	b	
E205272	權僩	권한	Kwŏn Han			安東 權	府使	安東權氏成化譜	2	25	b	
E205273	權承業	권승업	Kwŏn Sŭngŏp			安東 權	宣敎郎	安東權氏成化譜	2	25	b	
E301027	金用寶	김용보	Kim Yongbo			延安 金	縣監	安東權氏成化譜	2	25	b	
E401580	權踶	권제	Kwŏn Che	權蹈		安東 權	左贊成	安東權氏成化譜	2	25	b	
E401621	金成寶	김성보	Kim Sŏngbo			延安 金	察訪	安東權氏成化譜	2	25	b	
E901747	崔恒	최항	Ch'oe Hang			朔寧 崔	領議政 寧城府院君	安東權氏成化譜	2	25	b	
E901769	郭宗恂	정종순	Chŏng Chongsun	鄭宗恂				安東權氏成化譜	2	25	b	
E901773	文簡	문간	Mun Kan			南平 文		安東權氏成化譜	2	25	b	
E901775	申銖	신수	Sin Su	申洙		平山 申	參奉	安東權氏成化譜	2	25	b	
E901783	金寬安	김관안	Kim Kwanan			善山 金	知印	安東權氏成化譜	2	25	b	
E901785	李禮堅	이예견	Yi Yegyŏn			韓山 李		安東權氏成化譜	2	25	b	
E901806	權子善	권자선	Kwŏn Chasŏn			安東 權	司直	安東權氏成化譜	2	25	b	
E901807	徐居正	서거정	Sŏ Kŏjŏng			達城 徐	左參贊 達城君	安東權氏成化譜	2	25	b	
E901810	徐福慶	서복경	Sŏ Pokkyŏng			達城 徐	宣敎郎	安東權氏成化譜	2	25	b	
E101149	南怡	남이	Nam I			宜寧 南	判書	安東權氏成化譜	2	26	a	
E205279	權佖	권필	Kwŏn P'il			安東 權	副正	安東權氏成化譜	2	26	a	
E205281	韓瑞龜	한서귀	Han Sŏgwi			淸州 韓	淸原君	安東權氏成化譜	2	26	a	
E205283	申億年	신억년	Sin Ŏngnyŏn			平山 申	監察	安東權氏成化譜	2	26	a	
E205290	權傑	권걸	Kwŏn Kŏl			安東 權	吉昌君	安東權氏成化譜	2	26	a	
E205318	趙忍	조인	Cho In			平壤 趙	別坐	安東權氏成化譜	2	26	a	
E205350	權偁	권칭	Kwŏn Ch'ing			安東 權	護軍	安東權氏成化譜	2	26	a	
E302953	慶祚	경조	Kyŏng Cho			淸州 慶	司正	安東權氏成化譜	2	26	a	
E303638	申末平	신말평	Sin Malp'yŏng			平山 申		安東權氏成化譜	2	26	a	
E401579	權攀	권반	Kwŏn Pan			安東 權	花山君	安東權氏成化譜	2	26	a	
E600147	愼守勤	신수근	Sin Sugŭn			居昌 愼		安東權氏成化譜	2	26	a	
E900144	金壽亨	김수형	Kim Suhyŏng			安東 金		安東權氏成化譜	2	26	a	
E900146	權擥	권람	Kwŏn Ram			安東 權	左議政 吉昌府院君	安東權氏成化譜	2	26	a	
E900175	朴士華	박사화	Pak Sahwa			尙州 朴		安東權氏成化譜	2	26	a	
EC02230	權健	권건	Kwŏn Kŏn			安東 權	上護軍	安東權氏成化譜	2	26	a	
E102498	權顥	권호	Kwŏn Ho			安東 權	生員	安東權氏成化譜	2	26	b	
E205358	權壽男			權勵		安東 權		安東權氏成化譜	2	26	b	
E205368	權僑	권교	Kwŏn Kyo	權倫		安東 權	生員	安東權氏成化譜	2	26	b	
E205392	權挈	권설	Kwŏn Sŏl			安東 權	庫使	安東權氏成化譜	2	26	b	
E205393	崔融	최융	Ch'oe Yung	崔瀜		全州 崔		安東權氏成化譜	2	26	b	
E205399	韓明溍	한명진	Han Myŏngjin			淸州 韓	典署丞	安東權氏成化譜	2	26	b	
E205402	權倬	권탁	Kwŏn T'ak			安東 權	護軍	安東權氏成化譜	2	26	b	
E205411	權倜	권척	Kwŏn Ch'ŏk			安東 權	司直	安東權氏成化譜	2	26	b	
E205416	金玄錫	김석현	Kim Sŏkhyŏn	金錫玄		金海 金	 	安東權氏成化譜	2	26	b	
E205418	宋希獻						佐郞	安東權氏成化譜	2	26	b	
E205425	權訔	권은	Kwŏn Ŭn			安東 權	護軍	安東權氏成化譜	2	26	b	
E205427	權順	권순	Kwŏn Sun			安東 權	司果	安東權氏成化譜	2	26	b	
E205441	權譼	권감	Kwŏn Kam			安東 權	直長	安東權氏成化譜	2	26	b	
E301511	權擎	권경	Kwŏn Kyŏng			安東 權	永嘉君	安東權氏成化譜	2	26	b	
E400819	柳睠	유권	Yu Kwŏn			文化 柳	承旨	安東權氏成化譜	2	26	b	
E402501	權跬	권규	Kwŏn Kyu			安東 權	吉昌君	安東權氏成化譜	2	26	b	
E703368	權肩	권견	Kwŏn Kyŏn			安東 權	縣監	安東權氏成化譜	2	26	b	
E902222	李立	이립	Yi Rip			淸州 李		安東權氏成化譜	2	26	b	
EA02059	李唐	이당	Yi Tang			全義 李		安東權氏成化譜	2	26	b	
E101383	權聰	권총	Kwŏn Ch'ong			安東 權	府尹	安東權氏成化譜	2	27	a	
E200654	權憶	권억	Kwŏn Ŏk			安東 權		安東權氏成化譜	2	27	a	
E200655	權念	권념	Kwŏn Nyŏm	權權應		安東 權	郡守	安東權氏成化譜	2	27	a	
E205448	權緝	권집	Kwŏn Chip	權輯		安東 權	司直	安東權氏成化譜	2	27	a	
E205450	李蕙	이혜	Yi Hye					安東權氏成化譜	2	27	a	
E205455	崔漢老	최한로	Ch'oe Hallo			忠州 崔	主簿	安東權氏成化譜	2	27	a	
E205464	崔秦	최무	Ch'oe Mu	崔武		忠州 崔		安東權氏成化譜	2	27	a	
E205478	崔拳	최권	Ch'oe Kwŏn			忠州 崔	 	安東權氏成化譜	2	27	a	
E205481	權惠	권혜	Kwŏn Hye			安東 權	僉知	安東權氏成化譜	2	27	a	
E205482	權悍	권한	Kwŏn Han			安東 權		安東權氏成化譜	2	27	a	
E205484	權𢘽	권예	Kwŏn Ye			安東 權		安東權氏成化譜	2	27	a	
E205487	權憐	권련	Kwŏn Ryŏn			安東 權		安東權氏成化譜	2	27	a	
E205488	李暠	이호	Yi Ho				 	安東權氏成化譜	2	27	a	
E205526	權恰	권흡	Kwŏn Hŭp			安東 權		安東權氏成化譜	2	27	a	
E300922	趙欣孫	조흔손	Cho Hŭnson			漢陽 趙		安東權氏成化譜	2	27	a	
E301171	權蹲	권준	Kwŏn Chun			安東 權	判書 安川君	安東權氏成化譜	2	27	a	
E301268	許蔘	허삼	Hŏ Sam			陽川 許		安東權氏成化譜	2	27	a	
E402503	崔宙	최주	Ch'oe Chu			慶州 崔	護軍	安東權氏成化譜	2	27	a	
E703465	權惇	권돈	Kwŏn Ton			安東 權	參奉	安東權氏成化譜	2	27	a	
E901904	權忱	권침	Kwŏn Ch'im			安東 權	參奉	安東權氏成化譜	2	27	a	
EA01624	權恢	권회	Kwŏn Hoe			安東 權		安東權氏成化譜	2	27	a	
EB01476	權憭	권료	Kwŏn Ryo			安東 權		安東權氏成化譜	2	27	a	
E100114	蔡申保	채신보	Ch'ae Sinbo			仁川 蔡	郡守	安東權氏成化譜	2	27	b	
E205142	蔡碩年	채석년	Ch'ae Sŏngnyŏn	蔡石年		仁川 蔡	進士	安東權氏成化譜	2	27	b	
E205535	辛尙調	신상조	Sin Sangjo	辛尙周		靈山 辛		安東權氏成化譜	2	27	b	
E205539	閔自亨	민자형	Min Chahyŏng			驪興 閔	 	安東權氏成化譜	2	27	b	
E205541	蔡任紹	채임소	Ch'ae Imso			仁川 蔡	文科	安東權氏成化譜	2	27	b	
E205542	蔡任檢	채인검	Ch'ae In'gŏm	蔡仁檢		仁川 蔡	 	安東權氏成化譜	2	27	b	
E205545	蔡忠檢	채충검	Ch'ae Ch'unggŏm			仁川 蔡	 	安東權氏成化譜	2	27	b	
E205546	李思孝	이사효	Yi Sahyo				 	安東權氏成化譜	2	27	b	
E205558	蔡申命	채신명	Ch'ae Sinmyŏng			仁川 蔡	縣監	安東權氏成化譜	2	27	b	
E205565	蔡申錫	채신석	Ch'ae Sinsŏk			仁川 蔡	郡守	安東權氏成化譜	2	27	b	
E205570	蔡正孫	채정손	Ch'ae Chŏngson			仁川 蔡	參軍	安東權氏成化譜	2	27	b	
E205573	蔡貞孫	채말손	Ch'ae Malson	蔡末孫		仁川 蔡		安東權氏成化譜	2	27	b	
E205574	蔡申福	채신복	Ch'ae Sinbok			仁川 蔡	虞侯	安東權氏成化譜	2	27	b	
E205577	蔡順從	채순종	Ch'ae Sunjong	蔡宗壽		仁川 蔡	 	安東權氏成化譜	2	27	b	
E205579	李徫	이위	Yi Wi			全州 李	枰城都	安東權氏成化譜	2	27	b	
E402507	蔡倫	채륜	Ch'ae Ryun	蔡綸		仁川 蔡	司藝	安東權氏成化譜	2	27	b	
E902220	李靖	이정	Yi Chŏng			淸州 李	 	安東權氏成化譜	2	27	b	
EA00310	李頥	이이	Yi I			全州 李	鶴林令	安東權氏成化譜	2	27	b	
E205625	蔡載	채재	Ch'ae Chae			仁川 蔡		安東權氏成化譜	2	28	a	
E205640	金孝仁	김효인	Kim Hyoin			瑞興 金	參軍	安東權氏成化譜	2	28	a	
E205644	許長民	허장민	Hŏ Changmin				通贊	安東權氏成化譜	2	28	a	
E205646	徐涉	서섭	Sŏ Sŏp			利川 徐	大護軍	安東權氏成化譜	2	28	a	
E205651	徐震元	서진원	Sŏ Chinwŏn			利川 徐	進士	安東權氏成化譜	2	28	a	
E205652	徐坎元	권	Kwŏn			利川 徐		安東權氏成化譜	2	28	a	
E205659	徐艮元	서양원	Sŏ Yangwŏn			利川 徐		安東權氏成化譜	2	28	a	
E205674	金因祉	김인지	Kim Inji	金仁祉	金彛	慶州 金	 	安東權氏成化譜	2	28	a	
E205679	權𢡿					安東 權	護軍	安東權氏成化譜	2	28	a	
E205703	權晟	권성	Kwŏn Sŏng			安東 權	 	安東權氏成化譜	2	28	a	
E205708	鄭昭	정소	Chŏng So				 	安東權氏成化譜	2	28	a	
E301501	崔思淸					慶州 崔	司正	安東權氏成化譜	2	28	a	
E302914	權怡	권이	Kwŏn I	權頤		安東 權	生員	安東權氏成化譜	2	28	a	
E303311	陳錫公	진석공	Chin Sŏkkong			驪陽 陳	 	安東權氏成化譜	2	28	a	
E303313	陳錫卿	진석경	Chin Sŏkkyŏng			驪陽 陳	 	安東權氏成化譜	2	28	a	
E303317	陳錫臣	진석신	Chin Sŏksin			驪陽 陳	 	安東權氏成化譜	2	28	a	
E401255	權措	권조	Kwŏn Cho			安東 權	檢漢城尹	安東權氏成化譜	2	28	a	
E402508	權採	권채	Kwŏn Ch'ae			安東 權	承旨	安東權氏成化譜	2	28	a	
E402510	陳有蕃	진유번	Chin Yubŏn			驪陽 陳	上護軍	安東權氏成化譜	2	28	a	
EC01238	蔡年	채년	Ch'ae Nyŏn			仁川 蔡	進士	安東權氏成化譜	2	28	a	
E102422	權慄	권율	Kwŏn Yul			安東 權	正郞	安東權氏成化譜	2	28	b	
E205728	金仲雅	김중권	Kim Chunggwŏn	金仲權			 	安東權氏成化譜	2	28	b	
E205735	許憺	허담	Hŏ Tam			河陽 許		安東權氏成化譜	2	28	b	
E205737	權忱	권침	Kwŏn Ch'im			安東 權	進士	安東權氏成化譜	2	28	b	
E205745	李元亨	이원형	Yi Wŏnhyŏng			甕津 李		安東權氏成化譜	2	28	b	
E205748	鄭而元	정이원	Chŏng Iwŏn			東萊 鄭	判官	安東權氏成化譜	2	28	b	
E205750	延井渫	연정설	Yŏn Chŏngsŏl			谷山 延	上護軍	安東權氏成化譜	2	28	b	
E301475	李義坤	이의구	Yi Ŭigu	李義坵		全州 李	司直	安東權氏成化譜	2	28	b	
E402511	權技					安東 權	僉知	安東權氏成化譜	2	28	b	
E402513	柳宗植	유종식	Yu Chongsik			晋州 柳	檢參判	安東權氏成化譜	2	28	b	
E000029	權期	권기	Kwŏn Ki			安東 權	僉知	安東權氏成化譜	2	29	a	
E201008	李𤥽	이어	Yi Ŏ			全州 李	漢南君	安東權氏成化譜	2	29	a	
E205768	柳文通	유문통	Yu Munt'ong			晋州 柳	獻納	安東權氏成化譜	2	29	a	
E205787	李含靖	이함정	Yi Hamjŏng	李咸靖				安東權氏成化譜	2	29	a	
E205807	柳文達	유문달	Yu Mundal			晋州 柳		安東權氏成化譜	2	29	a	
E205829	宋胡年	송호년	Song Honyŏn			市津 宋	 	安東權氏成化譜	2	29	a	
E205836	鄭忭	정변	Chŏng Pyŏn			海州 鄭		安東權氏成化譜	2	29	a	
E205841	宋眉年	송미년	Song Minyŏn			市津 宋	參奉	安東權氏成化譜	2	29	a	
E205879	權裕	권격	Kwŏn Kyŏk	權格		安東 權	大護軍	安東權氏成化譜	2	29	a	
E205882	權壽	권수	Kwŏn Su			安東 權	縣監	安東權氏成化譜	2	29	a	
E205891	權耄					安東 權	司正	安東權氏成化譜	2	29	a	
E301075	趙云聰	조운총	Cho Unch'ong			漢陽 趙		安東權氏成化譜	2	29	a	
E400095	權按	권안	Kwŏn An			安東 權	縣令	安東權氏成化譜	2	29	a	
E402515	宋繼中	송계중	Song Kyejung			市津 宋	司正	安東權氏成化譜	2	29	a	
2c7d2618-0577-42be-8822-03db4d3844e1	崔孝宗					和順 崔		安東權氏成化譜	2	29	b	
3d9f2f57-92a3-4ae0-b2a4-669cc384f3d8	崔忠宗					和順 崔		安東權氏成化譜	2	29	b	
E000172	李光佐	이광좌	Yi Kwangjwa			仁川 李		安東權氏成化譜	2	29	b	
E201286	崔士老	최사로	Ch'oe Saro	崔元老		和順 崔	大司成	安東權氏成化譜	2	29	b	
E205910	權永聃	권영담	Kwŏn Yŏngdam			安東 權	參奉	安東權氏成化譜	2	29	b	
E205939	權㱓	권령	Kwŏn Ryŏng	權昤	權聆	安東 權		安東權氏成化譜	2	29	b	
E205953	權老	권로	Kwŏn Ro			安東 權	 	安東權氏成化譜	2	29	b	
E205961	權聃	권담	Kwŏn Tam			安東 權		安東權氏成化譜	2	29	b	
E205966	權眉	권미	Kwŏn Mi			安東 權	 	安東權氏成化譜	2	29	b	
E205984	李萬壽					仁川 李	監察	安東權氏成化譜	2	29	b	
E205987	李延壽	이연수	Yi Yŏnsu			仁川 李	引儀	安東權氏成化譜	2	29	b	
E205998	李益壽	이익수	Yi Iksu			仁川 李	縣監	安東權氏成化譜	2	29	b	
E206004	李眉壽	이미수	Yi Misu			仁川 李	司果	安東權氏成化譜	2	29	b	
E206005	李繼宗	이광세	Yi Kwangse	李光世		仁川 李		安東權氏成化譜	2	29	b	
E302751	李克墩	이극돈	Yi Kŭkton			廣州 李		安東權氏成化譜	2	29	b	
E401225	權至	권지	Kwŏn Chi			安東 權	僉知	安東權氏成化譜	2	29	b	
E402518	李孝禮	이효례	Yi Hyorye			仁川 李	僉知	安東權氏成化譜	2	29	b	
E501121	金禮生	김여생	Kim Yŏsaeng	金麗生		安東 金		安東權氏成化譜	2	29	b	
E501123	金胤宗	김윤종	Kim Yunjong			安東 金	君守	安東權氏成化譜	2	29	b	
E501132	金胤先	김윤선	Kim Yunsŏn	金胤		安東 金	生員	安東權氏成化譜	2	29	b	
E503140	安懽	안환	An Hwan			竹山 安	生員	安東權氏成化譜	2	29	b	
E503147	安忭	안변	An Pyŏn			竹山 安		安東權氏成化譜	2	29	b	
E503154	安恂	안순	An Sun			竹山 安		安東權氏成化譜	2	29	b	
E901681	崔漢忠	최한충	Ch'oe Hanch'ung			和順 崔	通仕郞	安東權氏成化譜	2	29	b	
E901701	崔漢輔	최한보	Ch'oe Hanbo	崔漢補		和順 崔	左郎	安東權氏成化譜	2	29	b	
E902455	安自諴	안자함	An Chaham			竹山 安		安東權氏成化譜	2	29	b	
E902458	柳應祥	유응상	Yu Ŭngsang			文化 柳	縣令	安東權氏成化譜	2	29	b	
E101572	趙確	조익확	Cho Ikhwak	趙益確		豊壤 趙	主簿	安東權氏成化譜	2	30	a	
E101577	李子番	이자번	Yi Chabŏn	李自蕃			 	安東權氏成化譜	2	30	a	
E101583	趙烟					豊壤 趙	生員	安東權氏成化譜	2	30	a	
E101597	趙煥					豊壤 趙	 	安東權氏成化譜	2	30	a	
E206016	李億壽	이억수	Yi Ŏksu			仁川 李	參奉	安東權氏成化譜	2	30	a	
E206021	宋繼後	송계후	Song Kyehu	宋啓後		鎭川 宋	錄事	安東權氏成化譜	2	30	a	
E206024	李明孫	이명손	Yi Myŏngson				縣監	安東權氏成化譜	2	30	a	
E206033	李希年	이희년	Yi Hŭinyŏn				武科	安東權氏成化譜	2	30	a	
E206035	宋宰					鎭川 宋	司直	安東權氏成化譜	2	30	a	
E206037	趙致中	조치중	Cho Ch'ijung			漢陽 趙		安東權氏成化譜	2	30	a	
E300069	具壽永	구수영	Ku Suyŏng			綾城 具	中樞	安東權氏成化譜	2	30	a	
E501292	李友林			李文林		慶州 李	 	安東權氏成化譜	2	30	a	
E705159	李光興	이광흥	Yi Kwanghŭng			仁川 李		安東權氏成化譜	2	30	a	
E706046	李昀	이윤	Yi Yun				護軍	安東權氏成化譜	2	30	a	
E706048	李孝琳	이효림	Yi Hyorim				忠順	安東權氏成化譜	2	30	a	
E901208	宋胤宗	송윤종	Song Yunjong	宋允宗		鎭川 宋	生員	安東權氏成化譜	2	30	a	
E901353	具致洪	구치홍	Ku Ch'ihong	具致弘		綾城 具	知事	安東權氏成化譜	2	30	a	
E901355	具壽城	구수성	Ku Susŏng			綾城 具	 	安東權氏成化譜	2	30	a	
EA02092	宋宣	송선	Song Sŏn			鎭川 宋	察訪	安東權氏成化譜	2	30	a	
EC00509	宋連宗	송연종	Song Yŏnjong			鎭川 宋	生員	安東權氏成化譜	2	30	a	
EC01368	尹沔	윤면	Yun Myŏn			海平 尹	司藝	安東權氏成化譜	2	30	a	
EC01383	沈胄	심주	Sim Chu			豊山 沈	上護軍	安東權氏成化譜	2	30	a	
EC01388	沈匡弼	심광필	Sim Kwangp'il	沈光弼		豊山 沈		安東權氏成化譜	2	30	a	
5cac33fa-adc2-4725-af0f-6f91defa535d	姜萱					晋州 姜	殿力副尉	安東權氏成化譜	2	30	b	
d6e1cca0-5682-4870-aadb-d83e9a9a7332	姜蓁					晋州 姜	忠贊衛	安東權氏成化譜	2	30	b	
E102048	李則	이칙	Yi Ch'ik			鐵城 李	舍人	安東權氏成化譜	2	30	b	
E102340	權儉	권검	Kwŏn Kŏm			安東 權	主簿	安東權氏成化譜	2	30	b	
E102504	李㙲					龍仁 李	內禁衛	安東權氏成化譜	2	30	b	
E102727	李愓若					龍仁 李		安東權氏成化譜	2	30	b	
E200670	姜安福	강안복	Kang Anbok			晋州 姜		安東權氏成化譜	2	30	b	
E206122	李徠	이래	Yi Rae			全州 李	春陽君	安東權氏成化譜	2	30	b	
E206131	權昶	권창	Kwŏn Ch'ang			安東 權	判官	安東權氏成化譜	2	30	b	
E206136	權良	권량	Kwŏn Ryang			安東 權	僉知	安東權氏成化譜	2	30	b	
E206140	權九㱓	권구령	Kwŏn Kuryŏng			安東 權		安東權氏成化譜	2	30	b	
E206144	權恭	권공	Kwŏn Kong			安東 權	花川君	安東權氏成化譜	2	30	b	
E206157	權讓	권양	Kwŏn Yang			安東 權	司勇	安東權氏成化譜	2	30	b	
E206159	權畏	권외	Kwŏn Oe			安東 權	司勇	安東權氏成化譜	2	30	b	
E206160	權愼	권신	Kwŏn Sin			安東 權	僉知	安東權氏成化譜	2	30	b	
E300518	李孝恭	이효공	Yi Hyogong	李孝儉		龍仁 李		安東權氏成化譜	2	30	b	
E302961	權旭	권욱	Kwŏn Uk			安東 權	司議	安東權氏成化譜	2	30	b	
E402519	權復	권복	Kwŏn Pok			安東 權	都節制使	安東權氏成化譜	2	30	b	
E501072	趙雲龍			趙仲瑾		白川 趙	 	安東權氏成化譜	2	30	b	
EA02924	權溫	권온	Kwŏn On			安東 權	佐郞	安東權氏成化譜	2	30	b	
EA03493	權玄㱓	권현령	Kwŏn Hyŏllyŏng			安東 權		安東權氏成化譜	2	30	b	
EC01384	沈匡輔			沈光輔		豊山 沈	進士	安東權氏成化譜	2	30	b	
EC01401	沈匡佐			沈光佐		豊山 沈		安東權氏成化譜	2	30	b	
EC02308	柳季燔	유계번	Yu Kyebŏn	柳季潘		全州 柳		安東權氏成化譜	2	30	b	
E102027	朴堠	박후	Pak Hu			竹山 朴	郡事	安東權氏成化譜	2	31	a	
E204091	柳之盛					全州 柳	署令	安東權氏成化譜	2	31	a	
E205225	李季町	이계정	Yi Kyejŏng			韓山 李		安東權氏成化譜	2	31	a	
E206167	權瑭	권당	Kwŏn Tang			安東 權	主簿	安東權氏成化譜	2	31	a	
E206169	權璋	권장	Kwŏn Chang			安東 權	主簿	安東權氏成化譜	2	31	a	
E206170	權瑚	권호	Kwŏn Ho			安東 權	正郞	安東權氏成化譜	2	31	a	
E206171	權璘	권린	Kwŏn Rin			安東 權	 	安東權氏成化譜	2	31	a	
E206172	申從年	신종년	Sin Chongnyŏn			平山 申		安東權氏成化譜	2	31	a	
E206174	朴順達	박순달	Pak Sundal			竹山 朴	吉州判官	安東權氏成化譜	2	31	a	
E206189	朴孝達	박효달	Pak Hyodal			竹山 朴	察訪	安東權氏成化譜	2	31	a	
E206197	金季衡	김계형	Kim Kyehyŏng			江陵 金	正言	安東權氏成化譜	2	31	a	
E206214	成勝					昌寧 成		安東權氏成化譜	2	31	a	
E206222	成聘	성삼빙	Sŏng Sambing	成三聘		昌寧 成		安東權氏成化譜	2	31	a	
E206229	成三省	성삼성	Sŏng Samsŏng			昌寧 成		安東權氏成化譜	2	31	a	
E400974	朴成良	박성량	Pak Sŏngnyang			竹山 朴	大護軍	安東權氏成化譜	2	31	a	
E400975	朴禋	박인	Pak In			竹山 朴	判官	安東權氏成化譜	2	31	a	
E402039	朴遂良	박수량	Pak Suryang			竹山 朴	司正	安東權氏成化譜	2	31	a	
E402520	權得	권득	Kwŏn Tŭk			安東 權	直長	安東權氏成化譜	2	31	a	
E402522	尹太山	윤태산	Yun T'aesan	尹大山		坡平 尹	生員	安東權氏成化譜	2	31	a	
E402524	朴䄡					竹山 朴	縣監	安東權氏成化譜	2	31	a	
EB00106	柳正孫	유정손	Yu Chŏngson			文化 柳	縣令	安東權氏成化譜	2	31	a	
